norm,description,citation,category,associated_embed,type,n_ratings
color_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to color.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",sensory,,numeric,751
taste_smell_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to flavors and odors I can smell and/or taste.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",sensory,,numeric,751
tactile_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “ I relate this word to sensations (e.g., texture, shape, temperature, wetness) I can feel with my hands or body.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",sensory,,numeric,751
auditory_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to sounds, rhythms, etc. that I can hear.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",sensory,,numeric,751
space_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to position, place or direction.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",space/time/quantity,,numeric,751
time_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word with time, order, or duration.”","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",space/time/quantity,,numeric,751
quantity_troche,"scale ranged from Strongly Disagree (1), through Neutral (4), to Strongly Agree (7). “I relate this word to size, amount or scope.”

","@article{troche2017defining,
  title={Defining a conceptual topography of word concreteness: Clustering properties of emotion, sensation, and magnitude among 750 English words},
  author={Troche, Joshua and Crutch, Sebastian J and Reilly, Jamie},
  journal={Frontiers in psychology},
  volume={8},
  pages={1787},
  year={2017},
  publisher={Frontiers Media SA}
}",space/time/quantity,,numeric,751
familiarity_morrow,"Measures the personal familiarity with various items, rated on a scale from 1 (not at all familiar) to 7 (extremely familiar).","@article{morrow2005representation,
  title={The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications},
  author={Morrow, Lorna I and Duffy, M Frances},
  journal={Behavior research methods},
  volume={37},
  pages={608--625},
  year={2005},
  publisher={Springer}
}",familiarity,,numeric,888
perc_known_marrow,Refers to the proportion of participants who are familiar with or recognize a given item. This is expressed as a percentage.,"@article{morrow2005representation,
  title={The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications},
  author={Morrow, Lorna I and Duffy, M Frances},
  journal={Behavior research methods},
  volume={37},
  pages={608--625},
  year={2005},
  publisher={Springer}
}",familiarity,,numeric,888
subjective_frequency_morrow,"Reflects how often participants encounter a concept, rated on a scale from 1 (never encountered) to 7 (encountered very frequently).","@article{morrow2005representation,
  title={The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications},
  author={Morrow, Lorna I and Duffy, M Frances},
  journal={Behavior research methods},
  volume={37},
  pages={608--625},
  year={2005},
  publisher={Springer}
}",familiarity,,numeric,888
visual_complexity_marrow,"Assesses the perceived intricacy or detail of an item's appearance, rated on a scale from 1 (not complex) to 7 (highly complex).","@article{morrow2005representation,
  title={The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications},
  author={Morrow, Lorna I and Duffy, M Frances},
  journal={Behavior research methods},
  volume={37},
  pages={608--625},
  year={2005},
  publisher={Springer}
}",sensory,,numeric,888
imageability_morrow,"Measures how easily an item can be visualized or mentally pictured, on a scale from 1 (not imageable) to 7 (highly imageable).","@article{morrow2005representation,
  title={The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications},
  author={Morrow, Lorna I and Duffy, M Frances},
  journal={Behavior research methods},
  volume={37},
  pages={608--625},
  year={2005},
  publisher={Springer}
}",imageability,,numeric,888
aoa_marrow,"Estimates the age at which participants believe they first learned a particular word or concept. It is measured using a scale with categories representing different age ranges, such as 0–2 years, 3–4 years, etc. up to 13+ years.","@article{morrow2005representation,
  title={The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications},
  author={Morrow, Lorna I and Duffy, M Frances},
  journal={Behavior research methods},
  volume={37},
  pages={608--625},
  year={2005},
  publisher={Springer}
}",age_of_acquisition,,numeric,888
aoa_cortese,"Mean estimates of the age at which participants believe they first learned a particular word or concept. It is measured using a scale with categories representing different age ranges, such as 0–2 years, 3–4 years, etc. up to 13+ years.","@article{cortese2008age,
  title={Age of acquisition ratings for 3,000 monosyllabic words},
  author={Cortese, Michael J and Khanna, Maya M},
  journal={Behavior Research Methods},
  volume={40},
  number={3},
  pages={791--794},
  year={2008},
  publisher={Springer}
}",age_of_acquisition,,numeric,3000
aoa_rt_cortese,Mean time taken to perform the aoa rating task.,"@article{cortese2008age,
  title={Age of acquisition ratings for 3,000 monosyllabic words},
  author={Cortese, Michael J and Khanna, Maya M},
  journal={Behavior Research Methods},
  volume={40},
  number={3},
  pages={791--794},
  year={2008},
  publisher={Springer}
}",semantic_decision,,numeric,3000
imagery_vanderveur,Mean imagery rating on a scale from 1 (low imagery) to 7 (high imagery).,"@article{van1975imagery,
  title={Imagery Rating of 1,000 Frequently Used Words.},
  author={Van der Veur, Barbara W},
  journal={Journal of Educational Psychology},
  volume={67},
  number={1},
  pages={44},
  year={1975},
  publisher={American Psychological Association}
}",imageability,,numeric,985
likableness_chandler,Likableness ratings on a scale from 0 (least favorabnle or desirable in a person) to 6 (most favorable or desirable in a person).,"@article{chandler2018likeableness,
  title={Likeableness and meaningfulness ratings of 555 (+ 487) person-descriptive words},
  author={Chandler, Jesse},
  journal={Journal of Research in Personality},
  volume={72},
  pages={50--57},
  year={2018},
  publisher={Elsevier}
}",social/moral,,numeric,1042
meaningfulness_chandler,Meaingfulness ratings on a scale from 0 0 (“I have almost no idea of the meaning of this word”) to 4 (“I have a very clear and definite understanding of the meaning of this word”).,"@article{chandler2018likeableness,
  title={Likeableness and meaningfulness ratings of 555 (+ 487) person-descriptive words},
  author={Chandler, Jesse},
  journal={Journal of Research in Personality},
  volume={72},
  pages={50--57},
  year={2018},
  publisher={Elsevier}
}",familiarity,,numeric,1042
emotionality_chandler,Mean rating for words rated as either 1 (emotional) or 0 (not emotional). ,"@article{chandler2018likeableness,
  title={Likeableness and meaningfulness ratings of 555 (+ 487) person-descriptive words},
  author={Chandler, Jesse},
  journal={Journal of Research in Personality},
  volume={72},
  pages={50--57},
  year={2018},
  publisher={Elsevier}
}",emotion,,numeric,1042
gender_assoc_crawford,"Mean rating on a scale from 1 to 5 (1  definitely
feminine, 2  somewhat feminine, 3  neutral, 4  somewhat masculine, and 5  definitely masculine).","@article{crawford2004champagne,
  title={Champagne, beer, or coffee? A corpus of gender-related and neutral words},
  author={Crawford, Jarret T and Leynes, P Andrew and Mayhorn, Christopher B and Bink, Martin L},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={36},
  pages={444--458},
  year={2004},
  publisher={Springer}
}",social/moral,,numeric,600
polysemy_armstrong,"Represents the degree of multiple meanings of a word, calculated as entropy from participant-rated meaning frequencies. Higher values indicate a more even distribution of meanings, reflecting greater polysemy.","@article{armstrong2012edom,
  title={eDom: Norming software and relative meaning frequencies for 544 English homonyms},
  author={Armstrong, Blair C and Tokowicz, Natasha and Plaut, David C},
  journal={Behavior research methods},
  volume={44},
  pages={1015--1027},
  year={2012},
  publisher={Springer}
}",semantic_diversity,,numeric,553
imageability_rt_cortese,Reaction time (milliseconds) for performing the imageability rating task. ,"@article{cortese2004imageability,
  title={Imageability ratings for 3,000 monosyllabic words},
  author={Cortese, Michael J and Fugett, April},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={36},
  number={3},
  pages={384--387},
  year={2004},
  publisher={Springer}
}",semantic_decision,,numeric,3000
imageability_cortese,Mean imageability ratings on a scale from 1 (low imager) to 7 (high imagery). ,"@article{cortese2004imageability,
  title={Imageability ratings for 3,000 monosyllabic words},
  author={Cortese, Michael J and Fugett, April},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={36},
  number={3},
  pages={384--387},
  year={2004},
  publisher={Springer}
}",imageability,,numeric,3000
valence_citron,Mean valence from -3 (very negative) to +3 (very positive),"@article{citron2014affective,
  title={How are affective word ratings related to lexicosemantic properties? Evidence from the Sussex Affective Word List},
  author={Citron, Francesca MM and Weekes, Brendan S and Ferstl, Evelyn C},
  journal={Applied Psycholinguistics},
  volume={35},
  number={2},
  pages={313--331},
  year={2014},
  publisher={Cambridge University Press}
}",valence,,numeric,300
arousal_citron,Mean arousal from 1 (not at all) to 7 (very high),"@article{citron2014affective,
  title={How are affective word ratings related to lexicosemantic properties? Evidence from the Sussex Affective Word List},
  author={Citron, Francesca MM and Weekes, Brendan S and Ferstl, Evelyn C},
  journal={Applied Psycholinguistics},
  volume={35},
  number={2},
  pages={313--331},
  year={2014},
  publisher={Cambridge University Press}
}",arousal,,numeric,300
familiarity_citron,Mean familiarity from 1 (not at all) to 7 (very high),"@article{citron2014affective,
  title={How are affective word ratings related to lexicosemantic properties? Evidence from the Sussex Affective Word List},
  author={Citron, Francesca MM and Weekes, Brendan S and Ferstl, Evelyn C},
  journal={Applied Psycholinguistics},
  volume={35},
  number={2},
  pages={313--331},
  year={2014},
  publisher={Cambridge University Press}
}",familiarity,,numeric,300
aoa_citron,"AoA scale was labeled using the following age ranges: 0–2, 2–4, 4–6, 6–9, 9–12, 12–16, and older than 16.","@article{citron2014affective,
  title={How are affective word ratings related to lexicosemantic properties? Evidence from the Sussex Affective Word List},
  author={Citron, Francesca MM and Weekes, Brendan S and Ferstl, Evelyn C},
  journal={Applied Psycholinguistics},
  volume={35},
  number={2},
  pages={313--331},
  year={2014},
  publisher={Cambridge University Press}
}",age_of_acquisition,,numeric,300
imageability_citron,Mean imageability from 1 (not at all) to 7 (very high),"@article{citron2014affective,
  title={How are affective word ratings related to lexicosemantic properties? Evidence from the Sussex Affective Word List},
  author={Citron, Francesca MM and Weekes, Brendan S and Ferstl, Evelyn C},
  journal={Applied Psycholinguistics},
  volume={35},
  number={2},
  pages={313--331},
  year={2014},
  publisher={Cambridge University Press}
}",imageability,,numeric,300
valence_imbault,Valence ratings on a scale from 1 (happy) to 9 (unhappy),"@article{imbault2021words,
  title={How are words felt in a second language: Norms for 2,628 English words for valence and arousal by L2 speakers},
  author={Imbault, Constance and Titone, Debra and Warriner, Amy Beth and Kuperman, Victor},
  journal={Bilingualism: Language and Cognition},
  volume={24},
  number={2},
  pages={281--292},
  year={2021},
  publisher={Cambridge University Press}
}",valence,,numeric,2284
arousal_imbault,Arousal ratings on a scale from 1 (excited) to 9 (calm),"@article{imbault2021words,
  title={How are words felt in a second language: Norms for 2,628 English words for valence and arousal by L2 speakers},
  author={Imbault, Constance and Titone, Debra and Warriner, Amy Beth and Kuperman, Victor},
  journal={Bilingualism: Language and Cognition},
  volume={24},
  number={2},
  pages={281--292},
  year={2021},
  publisher={Cambridge University Press}
}",arousal,,numeric,2351
likableness_anderson,Likableness ratings on a scale from 0 (least favorabnle or desirable in a person) to 6 (most favorable or desirable in a person).,"@article{anderson1968likableness,
  title={Likableness ratings of 555 personality-trait words.},
  author={Anderson, Norman H},
  journal={Journal of personality and social psychology},
  volume={9},
  number={3},
  pages={272},
  year={1968},
  publisher={American Psychological Association}
}",social/moral,,numeric,555
meaningfulness_anderson,"Meaningfulness ratings on a scale from 0 (""I have almost no idea of the meaning of this word"") to 4 (""I have a very clear and
definite understanding of the meaning of this word"")","@article{anderson1968likableness,
  title={Likableness ratings of 555 personality-trait words.},
  author={Anderson, Norman H},
  journal={Journal of personality and social psychology},
  volume={9},
  number={3},
  pages={272},
  year={1968},
  publisher={American Psychological Association}
}",familiarity,,numeric,555
perc_known_winter,Percentage of participants that did not know the meaning or pronunciation of the word. ,"@article{winter2023iconicity,
  title={Iconicity ratings for 14,000+ English words},
  author={Winter, Bodo and Lupyan, Gary and Perry, Lynn K and Dingemanse, Mark and Perlman, Marcus},
  journal={Behavior research methods},
  pages={1--16},
  year={2023},
  publisher={Springer}
}",familiarity,,numeric,14776
iconicity_winter_2023,Iconicty ratings on a scale from 0 (not iconic at all) to 7 (very iconic).,"@article{winter2023iconicity,
  title={Iconicity ratings for 14,000+ English words},
  author={Winter, Bodo and Lupyan, Gary and Perry, Lynn K and Dingemanse, Mark and Perlman, Marcus},
  journal={Behavior research methods},
  pages={1--16},
  year={2023},
  publisher={Springer}
}",iconicity/transparency,,numeric,14776
body_object_tillotson,"Estimate of how easily a human body can physically interact with the thing to which the word refers. A value of 1 will indicate a low body–object
interaction rating, and a value of 7 will indicate a high body–object interaction rating.","@article{miklashevsky2018perceptual,
  title={Perceptual experience norms for 506 Russian nouns: Modality rating, spatial localization, manipulability, imageability and other variables},
  author={Miklashevsky, Alex},
  journal={Journal of psycholinguistic research},
  volume={47},
  number={3},
  pages={641--661},
  year={2018},
  publisher={Springer}
}",motor,,numeric,1618
aoa_schock,Age of acquisition ratings on a scale of 1 (0-2) to 7 (13+),"@article{schock2012age,
  title={Age of acquisition estimates for 3,000 disyllabic words},
  author={Schock, Jocelyn and Cortese, Michael J and Khanna, Maya M and Toppi, Sean},
  journal={Behavior Research Methods},
  volume={44},
  pages={971--977},
  year={2012},
  publisher={Springer}
}",age_of_acquisition,,numeric,3000
rt_schock,Reaction times for aoa ratings. ,"@article{schock2012age,
  title={Age of acquisition estimates for 3,000 disyllabic words},
  author={Schock, Jocelyn and Cortese, Michael J and Khanna, Maya M and Toppi, Sean},
  journal={Behavior Research Methods},
  volume={44},
  pages={971--977},
  year={2012},
  publisher={Springer}
}",semantic_decision,,numeric,3000
aoa_davies,Age of acquisition ratings on a scale of 1 (0-2) to 7 (13+),"@article{davies2016age,
  title={Age of acquisition and imageability norms for base and morphologically complex words in English and in Spanish},
  author={Davies, Shakiela K and Izura, Cristina and Socas, Rosy and Dominguez, Alberto},
  journal={Behavior research methods},
  volume={48},
  pages={349--365},
  year={2016},
  publisher={Springer}
}",age_of_acquisition,,numeric,1205
imageability_davies,"Imageabilty ratings on a scale from 1 (""I don't know the meaning of this word"") to 8 (""very easy to evoke a mental image"")","@article{davies2016age,
  title={Age of acquisition and imageability norms for base and morphologically complex words in English and in Spanish},
  author={Davies, Shakiela K and Izura, Cristina and Socas, Rosy and Dominguez, Alberto},
  journal={Behavior research methods},
  volume={48},
  pages={349--365},
  year={2016},
  publisher={Springer}
}",imageability,,numeric,1205
this_rocca,Proprtion of times participants associated each word with 'this' as opposed to 'that'. ,"@article{rocca2020demonstrative,
  title={Demonstrative reference and semantic space: a large-scale demonstrative choice task study},
  author={Rocca, Roberta and Wallentin, Mikkel},
  journal={Frontiers in psychology},
  volume={11},
  pages={629},
  year={2020},
  publisher={Frontiers Media SA}
}",this/that,,numeric,535
iconicity_winter_2017,Iconicity ratings on a scale from −5 (“words that sound like the opposite of what they mean”) to +5 (“words that sound like what they mean”).,"@article{winter2017words,
  title={Which words are most iconic? Iconicity in English sensory words},
  author={Winter, Bodo and Perlman, Marcus and Perry, Lynn K and Lupyan, Gary},
  journal={Interaction Studies},
  volume={18},
  number={3},
  pages={443--464},
  year={2017},
  publisher={John Benjamins Publishing Company Amsterdam/Philadelphia}
}",iconicity/transparency,,numeric,3001
living_vanarsdall,Ratings from 1 (high nonliving) to 7 (high living),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",animacy,,numeric,1200
thought_vanarsdall,Ratings form 1 (low ability to think) to 7 (high ability to think),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",animacy,,numeric,1200
reproduction_vanarsdall,Ratings from 1 (low ability to reproduce) to 7 (high ability to reproduce),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",animacy,,numeric,1200
person_vanarsdall,Ratings from 1 (low similarity to a person) to 7 (high similarity to a person),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",animacy,,numeric,1200
goals_vanarsdall,Ratings from 1 (low goal directedness) to 7 (high goal-directedness),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",animacy,,numeric,1200
movement_vanarsdall,Ratings from 1 (low movement likelihood) to 7 (high movement likelihood),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",animacy,,numeric,1200
concreteness_vanarsdall,Ratings from 1 (highly abstract) to 7 (highty concrete),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",concreteness,,numeric,1200
familiarity_vanarsdall,Ratings from 1 (highly unfamiliar) to 7 (highly familiar),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",familiarity,,numeric,1200
imageability_vanarsdall,Ratings from 1 (low imagery) to 7 (high imagery),"@article{vanarsdall2022analyzing,
  title={Analyzing the structure of animacy: Exploring relationships among six new animacy and 15 existing normative dimensions for 1,200 concrete nouns},
  author={VanArsdall, Joshua E and Blunt, Janell R},
  journal={Memory \& Cognition},
  volume={50},
  number={5},
  pages={997--1012},
  year={2022},
  publisher={Springer}
}",imageability,,numeric,1200
familiarity_fear,Ratings from 1 (extremely infrequent) to 7 (extremley frequent),"@article{fear1997ratings,
  title={Ratings for Welsh words and their English equivalents},
  author={Fear, William J},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={29},
  pages={425--445},
  year={1997},
  publisher={Springer}
}",familiarity,,numeric,703
aoa_fear,Ratings from 1 (learned early) to 7 (learned late),"@article{fear1997ratings,
  title={Ratings for Welsh words and their English equivalents},
  author={Fear, William J},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={29},
  pages={425--445},
  year={1997},
  publisher={Springer}
}",age_of_acquisition,,numeric,703
imageability_fear,Ratings from 1 (low imageability) to 7 (high imageability),"@article{fear1997ratings,
  title={Ratings for Welsh words and their English equivalents},
  author={Fear, William J},
  journal={Behavior Research Methods, Instruments, \& Computers},
  volume={29},
  pages={425--445},
  year={1997},
  publisher={Springer}
}",imageability,,numeric,703
